round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,002726.SZ,,2020-03-17,2020-04-07,TAKE_PROFIT_DYN,1,32400,24512.58102672,12.27,14
1,600933.SH,,2020-03-17,2020-04-29,TAKE_PROFIT_DYN,2,35000,-21344.06324609992,-5.34,30
2,300043.SZ,,2020-04-30,2020-06-01,TAKE_PROFIT_DYN,1,59200,18199.155853440025,9.11,19
3,300301.SZ,,2020-04-21,2020-06-02,TAKE_PROFIT_DYN,3,149500,2037.1548700800631,0.51,27
4,300209.SZ,,2020-03-17,2020-06-11,TAKE_PROFIT_DYN,3,31700,3089.474064900074,0.77,58
5,600528.SH,,2020-06-15,2020-07-06,TAKE_PROFIT_DYN,2,44800,28329.8350242601,7.09,13
6,000677.SZ,,2020-06-29,2020-07-07,TAKE_PROFIT_DYN,1,65900,12447.566443800053,6.23,6
7,002901.SZ,,2020-08-12,2020-09-02,TAKE_PROFIT_DYN,2,4200,51682.10641272005,13.26,15
8,300381.SZ,,2020-08-13,2020-09-03,TAKE_PROFIT_DYN,1,14200,12050.057008800039,6.04,15
9,300476.SZ,,2020-09-10,2020-10-13,TAKE_PROFIT_DYN,1,9600,10698.900474240072,5.38,17
10,603010.SH,,2020-09-10,2020-10-13,TAKE_PROFIT_DYN,1,10800,46817.32453128003,23.4,17
11,600707.SH,,2020-08-27,2020-11-09,TAKE_PROFIT_DYN,4,168700,-9623.688754679984,-1.32,46
12,600859.SH,,2020-10-22,2020-12-23,TAKE_PROFIT_DYN,3,11300,-47348.29489229986,-10.42,44
13,300573.SZ,,2020-12-29,2021-01-25,TAKE_PROFIT_DYN,2,2100,23507.510570290062,11.57,18
14,300359.SZ,,2020-11-12,2021-02-19,TAKE_PROFIT_DYN,4,75300,-68071.5961598999,-12.91,65
15,600173.SH,,2021-01-26,2021-03-26,TAKE_PROFIT_DYN,2,43700,-2009.492393739958,-1.0,38
16,002950.SZ,,2021-03-11,2021-04-07,TAKE_PROFIT_DYN,1,10900,3326.9419945799746,1.68,18
17,002281.SZ,,2020-10-22,2021-04-15,TAKE_PROFIT_DYN,5,23100,-93741.16794695996,-14.99,118
18,688095.SH,,2021-05-06,2021-05-27,TAKE_PROFIT_DYN,1,900,51595.025655780075,28.35,15
19,300746.SZ,,2021-04-13,2021-06-01,TAKE_PROFIT_DYN,2,40300,-314.8536970799905,-0.08,32
20,600732.SH,,2021-04-13,2021-06-02,TAKE_PROFIT_DYN,3,38800,51456.74677902006,12.47,33
21,000520.SZ,,2021-06-03,2021-06-22,TAKE_PROFIT_DYN,1,63600,8181.129803039978,4.09,12
22,600362.SH,,2021-06-16,2021-07-09,TAKE_PROFIT_DYN,2,17900,36420.96374082012,9.14,17
23,600017.SH,,2021-06-17,2021-08-24,TAKE_PROFIT_DYN,4,239400,-9447.328272059909,-1.49,48
24,000667.SZ,,2021-07-16,2021-09-01,TAKE_PROFIT_DYN,1,121800,5373.316985400015,2.69,33
25,601111.SH,,2021-06-30,2021-09-03,TAKE_PROFIT_DYN,2,39600,-3979.104220080015,-1.3,47
26,688619.SH,,2021-09-22,2021-11-23,TAKE_PROFIT_DYN,2,15100,-15750.567016019952,-4.59,39
27,300442.SZ,,2021-09-22,2021-11-24,TAKE_PROFIT_DYN,3,14900,6464.1709846799495,1.09,40
28,688335.SH,,2021-08-26,2021-11-30,TAKE_PROFIT_DYN,1,5800,-5495.03220563996,-2.79,61
