round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,600903.SH,,2020-03-02,2020-03-06,TAKE_PROFIT_DYN,1,17100,26424.74428614002,13.21,4
1,300009.SZ,,2020-03-16,2020-04-09,TAKE_PROFIT_DYN,2,28400,28245.361322160054,7.07,17
2,600328.SH,,2020-03-10,2020-04-13,TAKE_PROFIT_DYN,2,48900,11077.861090860097,2.77,23
3,601009.SH,,2020-03-16,2020-04-29,TAKE_PROFIT_DYN,2,29800,1093.0644387000357,0.48,31
4,600936.SH,,2020-04-30,2020-05-21,TAKE_PROFIT_DYN,1,56200,18923.494894200034,9.47,12
5,300013.SZ,,2020-04-28,2020-06-02,TAKE_PROFIT_DYN,3,91000,52016.10175944003,10.71,22
6,002091.SZ,,2020-04-27,2020-06-11,TAKE_PROFIT_DYN,2,69300,38957.43027329998,9.74,30
7,000839.SZ,,2020-05-22,2020-07-03,TAKE_PROFIT_DYN,2,166000,35875.764594900014,8.98,28
8,000761.SZ,,2020-06-12,2020-07-03,TAKE_PROFIT_DYN,2,126800,25178.315455440083,6.3,13
9,002841.SZ,,2020-08-13,2020-10-21,TAKE_PROFIT_DYN,3,6100,23057.566918379976,3.96,43
10,002360.SZ,,2020-08-27,2020-11-13,TAKE_PROFIT_DYN,1,28000,-23889.054722399975,-11.97,50
11,603096.SH,,2020-10-26,2020-11-19,TAKE_PROFIT_DYN,4,14700,45447.12229176017,6.88,18
12,000969.SZ,,2020-08-27,2020-11-24,TAKE_PROFIT_DYN,2,58300,30446.114616720122,7.62,57
13,603129.SH,,2020-12-01,2020-12-14,TAKE_PROFIT_DYN,1,1400,36126.80428140002,18.68,9
14,603486.SH,,2020-12-01,2020-12-17,TAKE_PROFIT_DYN,1,3100,31357.943030160037,16.08,12
15,002933.SZ,,2020-12-15,2021-01-04,TAKE_PROFIT_DYN,1,6100,16891.53892254,8.51,13
16,600085.SH,,2020-12-04,2021-01-05,TAKE_PROFIT_DYN,2,15900,12344.437515239988,3.1,21
17,605118.SH,,2020-12-22,2021-01-22,TAKE_PROFIT_DYN,2,25100,13340.642836500076,3.35,22
18,000711.SZ,,2021-01-12,2021-02-18,TAKE_PROFIT_DYN,3,314700,260645.53066847997,43.46,22
19,600159.SH,,2021-01-13,2021-02-25,TAKE_PROFIT_DYN,2,175800,31603.839549839962,7.9,26
20,000513.SZ,,2021-01-27,2021-03-19,TAKE_PROFIT_DYN,3,16200,39741.003719280125,6.68,32
21,300450.SZ,,2021-03-09,2021-04-08,TAKE_PROFIT_DYN,1,2700,25312.054929300066,13.0,21
22,002557.SZ,,2021-02-23,2021-04-19,TAKE_PROFIT_DYN,3,11200,-5320.04090057977,-0.89,38
23,600308.SH,,2021-04-27,2021-05-13,TAKE_PROFIT_DYN,1,36900,33168.82584348001,16.59,9
24,000726.SZ,,2021-04-14,2021-05-28,TAKE_PROFIT_DYN,1,32700,9411.017509619996,4.7,29
25,688020.SH,,2021-05-20,2021-06-17,TAKE_PROFIT_DYN,1,2600,17825.25044664007,8.99,19
26,000597.SZ,,2021-06-18,2021-06-21,TAKE_PROFIT_DYN,1,42100,13579.437869640009,6.8,1
27,002965.SZ,,2021-04-13,2021-06-24,TAKE_PROFIT_DYN,4,27700,-103665.32104625995,-13.05,48
28,600811.SH,,2021-06-02,2021-07-14,TAKE_PROFIT_DYN,1,62000,7957.8609768000315,3.98,29
29,002659.SZ,,2021-06-25,2021-08-20,TAKE_PROFIT_DYN,4,227500,-5210.0346752998885,-0.65,40
30,002068.SZ,,2021-07-02,2021-08-25,TAKE_PROFIT_DYN,2,57000,62026.390378979966,15.54,38
31,601318.SH,,2021-07-15,2021-10-21,TAKE_PROFIT_DYN,5,18900,22621.1153049001,2.28,63
32,300846.SZ,,2021-10-28,2021-11-05,TAKE_PROFIT_DYN,2,39400,88270.02448776003,22.11,6
33,300309.SZ,,2021-08-26,2021-11-08,TAKE_PROFIT_DYN,2,120100,-33244.469770859985,-8.31,45
34,688018.SH,,2021-08-31,2021-11-22,TAKE_PROFIT_DYN,3,3100,30483.569404800073,5.3,52
35,300042.SZ,,2021-12-28,2021-12-31,TAKE_PROFIT_DYN,1,14200,23951.614456080017,12.02,3
36,600295.SH,,2021-12-27,2022-02-10,TAKE_PROFIT_DYN,3,26700,68474.7801802801,11.5,27
37,002821.SZ,,2022-01-06,2022-03-24,TAKE_PROFIT_DYN,3,1700,52154.81955594011,9.44,50
