round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,300434.SZ,,2020-03-02,2020-04-14,TAKE_PROFIT_DYN,3,80600,22825.0181343602,3.81,30
1,300420.SZ,,2020-03-17,2020-04-17,TAKE_PROFIT_DYN,1,33100,10197.124804980063,5.11,22
2,688037.SH,,2020-04-29,2020-05-15,TAKE_PROFIT_DYN,1,1900,64295.97944238005,33.73,9
3,600693.SH,,2020-05-26,2020-06-02,TAKE_PROFIT_DYN,1,44000,10711.204574400006,5.36,5
4,601658.SH,,2020-04-23,2020-06-08,TAKE_PROFIT_DYN,3,117900,9341.33202575997,1.56,29
5,600398.SH,,2020-03-16,2020-06-10,TAKE_PROFIT_DYN,2,30000,-13820.105676380044,-6.87,58
6,601500.SH,,2020-06-29,2020-07-06,TAKE_PROFIT_DYN,1,34200,8851.527473760012,4.43,5
7,002867.SZ,,2020-08-13,2020-09-21,TAKE_PROFIT_DYN,1,7700,7367.382584100036,3.7,27
8,603439.SH,,2020-08-13,2020-10-14,TAKE_PROFIT_DYN,3,22100,-14858.261886779917,-2.51,38
9,002676.SZ,,2020-09-28,2020-11-11,TAKE_PROFIT_DYN,1,200,19.94317232000003,3.0,26
10,002822.SZ,,2020-08-27,2020-11-17,TAKE_PROFIT_DYN,4,60200,-67200.45705095987,-12.77,52
11,300451.SZ,,2020-10-22,2020-12-03,TAKE_PROFIT_DYN,2,29100,22510.31454342004,5.64,30
12,600236.SH,,2020-12-09,2020-12-25,TAKE_PROFIT_DYN,2,90100,19292.634379439987,4.83,12
13,300650.SZ,,2020-11-25,2021-01-20,TAKE_PROFIT_DYN,3,20100,-82494.45099935995,-18.81,39
14,300003.SZ,,2020-11-26,2021-01-21,TAKE_PROFIT_DYN,3,15300,28307.62087722012,6.76,39
15,603637.SH,,2021-01-29,2021-02-22,TAKE_PROFIT_DYN,1,28700,25928.794635660015,12.98,11
16,603822.SH,,2020-12-29,2021-02-24,TAKE_PROFIT_DYN,2,23900,83461.28607378015,20.96,35
17,000037.SZ,,2021-01-28,2021-03-08,TAKE_PROFIT_DYN,2,46900,60782.54506128002,15.21,22
18,603920.SH,,2021-03-11,2021-04-16,TAKE_PROFIT_DYN,2,23300,8721.359973000071,2.18,25
19,600089.SH,,2021-03-09,2021-04-20,TAKE_PROFIT_DYN,1,18200,13100.096056320093,6.57,29
20,002389.SZ,,2021-03-08,2021-05-20,TAKE_PROFIT_DYN,3,28300,17329.484514420037,2.91,49
21,000413.SZ,,2021-04-26,2021-06-02,TAKE_PROFIT_DYN,2,113800,7016.916967200057,3.14,24
22,603768.SH,,2021-04-26,2021-06-25,TAKE_PROFIT_DYN,4,53300,32237.027163900086,4.05,40
23,600739.SH,,2021-06-08,2021-06-29,TAKE_PROFIT_DYN,1,9900,8978.097989520029,4.49,14
24,000738.SZ,,2021-07-05,2021-08-05,TAKE_PROFIT_DYN,1,10600,38112.86417652,19.1,23
25,601601.SH,,2021-06-15,2021-09-06,TAKE_PROFIT_DYN,5,23700,-5431.916293919901,-0.8,59
26,688021.SH,,2021-08-19,2021-09-06,TAKE_PROFIT_DYN,2,6100,25364.338414559927,10.71,12
27,603801.SH,,2021-07-01,2021-10-22,TAKE_PROFIT_DYN,3,22600,-82980.58212108002,-13.85,74
28,002032.SZ,,2021-09-16,2021-10-29,TAKE_PROFIT_DYN,1,4400,27925.20057888003,14.06,24
29,000788.SZ,,2021-09-23,2021-11-11,TAKE_PROFIT_DYN,5,147300,36282.811076099984,3.85,30
30,603602.SH,,2021-10-28,2021-11-19,TAKE_PROFIT_DYN,1,22800,19315.837808640063,9.66,16
31,300967.SZ,,2021-12-07,2021-12-23,TAKE_PROFIT_DYN,1,8900,32067.465216660028,16.12,12
32,002832.SZ,,2021-12-01,2021-12-31,TAKE_PROFIT_DYN,2,16800,28654.557775200054,7.21,22
33,300979.SZ,,2021-12-02,2022-01-28,TAKE_PROFIT_DYN,3,6800,22829.654038320296,3.92,40
34,300550.SZ,,2021-12-28,2022-05-16,TAKE_PROFIT_DYN,4,52200,9620.76876211015,1.56,88
35,300151.SZ,,2022-01-10,2022-05-23,TAKE_PROFIT_DYN,3,21100,-232146.8624874599,-38.91,85
36,603501.SH,,2022-02-09,2022-06-06,TAKE_PROFIT_DYN,2,900,-53964.97300187996,-25.37,77
37,600716.SH,,2022-07-15,2022-07-26,TAKE_PROFIT_DYN,1,46500,19711.798464600026,9.87,7
38,688596.SH,,2022-07-05,2022-07-28,TAKE_PROFIT_DYN,2,22500,76812.60410640005,19.28,17
39,605577.SH,,2022-08-03,2022-08-04,TAKE_PROFIT_DYN,1,19600,27849.22486416003,13.94,1
40,000989.SZ,,2022-07-13,2022-08-30,TAKE_PROFIT_DYN,1,22800,3166.8092877599993,1.59,34
41,000951.SZ,,2022-08-31,2022-10-18,TAKE_PROFIT_DYN,1,18500,17941.00127310006,8.98,28
42,603267.SH,,2022-10-19,2022-11-03,TAKE_PROFIT_DYN,1,1800,35137.350475920044,18.33,11
43,300437.SZ,,2022-08-03,2022-11-04,TAKE_PROFIT_DYN,4,32500,-41275.549619459896,-6.61,61
44,300525.SZ,,2022-11-30,2022-12-30,TAKE_PROFIT_DYN,1,10100,3737.6963384400588,1.89,22
45,002439.SZ,,2022-12-12,2023-01-03,TAKE_PROFIT_DYN,1,8000,13826.690985600027,6.94,15
46,603268.SH,,2022-08-25,2023-01-16,TAKE_PROFIT_DYN,5,57200,-72896.3242722,-8.31,95
47,002415.SZ,,2023-01-10,2023-01-18,TAKE_PROFIT_DYN,2,12000,29197.85645160009,7.37,6
48,600084.SH,,2023-01-16,2023-02-02,TAKE_PROFIT_DYN,1,4600,3515.2317968400057,11.17,8
49,600521.SH,,2023-03-06,2023-04-03,TAKE_PROFIT_DYN,1,9800,1454.5089165599784,0.73,20
50,600981.SH,,2023-04-11,2023-04-25,TAKE_PROFIT_DYN,1,76800,13856.366545919998,6.93,10
51,600660.SH,,2023-03-08,2023-05-15,TAKE_PROFIT_DYN,4,18700,-20863.972362420056,-3.14,44
52,301127.SZ,,2023-04-26,2023-05-26,TAKE_PROFIT_DYN,1,1400,927.1177018000017,6.83,19
