round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,300690.SZ,,2020-03-16,2020-04-07,TAKE_PROFIT_DYN,1,8500,19057.345404300053,9.53,15
1,603920.SH,,2020-02-28,2020-04-15,TAKE_PROFIT_DYN,1,8600,-16230.227627159999,-8.16,32
2,600098.SH,,2020-04-14,2020-04-21,TAKE_PROFIT_DYN,1,3300,1184.250877540002,6.24,5
3,002027.SZ,,2020-03-10,2020-04-28,TAKE_PROFIT_DYN,5,173000,1929.5684573402395,0.24,34
4,600716.SH,,2020-04-23,2020-05-20,TAKE_PROFIT_DYN,1,55100,8643.935604419996,4.33,16
5,000993.SZ,,2020-04-29,2020-05-28,TAKE_PROFIT_DYN,1,34200,11240.120050200028,5.62,18
6,300632.SZ,,2020-04-28,2020-06-02,TAKE_PROFIT_DYN,1,200,351.1355637000006,13.02,22
7,300263.SZ,,2020-05-25,2020-06-05,TAKE_PROFIT_DYN,1,28700,35951.10559236005,18.0,9
8,600546.SH,,2020-06-16,2020-06-23,TAKE_PROFIT_DYN,1,19300,31843.105500420002,15.98,5
9,002131.SZ,,2020-07-01,2020-09-09,TAKE_PROFIT_DYN,4,244200,41177.83877261996,5.15,50
10,002120.SZ,,2020-08-28,2020-10-13,TAKE_PROFIT_DYN,2,19900,-4399.74780408002,-1.11,26
11,002643.SZ,,2020-10-26,2020-11-10,TAKE_PROFIT_DYN,1,12000,26359.86957120002,13.26,11
12,002821.SZ,,2020-11-19,2020-12-17,TAKE_PROFIT_DYN,1,700,30331.608321420033,17.32,20
13,300737.SZ,,2020-09-10,2021-01-12,TAKE_PROFIT_DYN,3,19800,-1039.529111939948,-0.23,81
14,002233.SZ,,2020-09-08,2021-02-19,TAKE_PROFIT_DYN,5,54700,-49100.423970239935,-6.68,106
15,603007.SH,,2020-12-22,2021-02-26,TAKE_PROFIT_DYN,1,35400,-5646.1494225599745,-2.83,42
16,603330.SH,,2021-01-13,2021-03-05,TAKE_PROFIT_DYN,1,7400,33414.452552880015,16.87,32
17,603456.SH,,2021-03-01,2021-03-30,TAKE_PROFIT_DYN,2,11800,74562.46074450004,18.84,21
18,002032.SZ,,2021-03-09,2021-03-31,TAKE_PROFIT_DYN,1,2900,13697.51948838,7.05,16
